600030.SH	2013-12-17	12.56	12.61	12.79	12.52	6.17	48.62
600030.SH	2013-12-18	12.86	12.69	12.89	12.32	6.17	48.62
600030.SH	2013-12-19	12.32	12.74	12.83	12.27	6.17	48.62
